,chipset,mac,sensitive,serverTime,serviceNumber,value,tags,Distance,Battery,Latitude,Longitude,Date,Time
0,Green1,9F:43:45:5F:F1:42,,2022-07-05T03:50:33.640550,0,"['6553.50', '4.18', '-15.885916', '-47.811715']",['iisc'],6553.50,4.18,-15.885916,-47.811715,07/05/22,03:50:33
1,Green1,9F:43:45:5F:F1:42,,2022-07-05T03:37:00.014182,0,"['6553.50', '4.17', '-15.885953', '-47.811756']",['iisc'],6553.50,4.17,-15.885953,-47.811756,07/05/22,03:37:00
2,Green1,9F:43:45:5F:F1:42,,2022-07-05T03:08:57.486800,0,"['3.44', '4.12', '-15.885957', '-47.811803']",['iisc'],3.44,4.12,-15.885957,-47.811803,07/05/22,03:08:57
3,Green1,9F:43:45:5F:F1:42,,2022-07-04T16:52:30.902539,0,"['13.74', '4.10', '-15.885986', '-47.811838']",['iisc'],13.74,4.10,-15.885986,-47.811838,07/04/22,16:52:30
4,Green1,9F:43:45:5F:F1:42,,2022-07-04T16:10:22.912108,0,"['14.05', '4.12', '-15.885967', '-47.812106']",['iisc'],14.05,4.12,-15.885967,-47.812106,07/04/22,16:10:22
5,Green1,9F:43:45:5F:F1:42,,2022-07-04T15:28:26.927594,0,"['94.64', '4.12', '-15.886026', '-47.811762']",['iisc'],94.64,4.12,-15.886026,-47.811762,07/04/22,15:28:26
6,Green1,9F:43:45:5F:F1:42,,2022-07-04T14:46:37.605172,0,"['14.45', '4.12', '-15.886049', '-47.811833']",['iisc'],14.45,4.12,-15.886049,-47.811833,07/04/22,14:46:37
7,Green1,9F:43:45:5F:F1:42,,2022-07-04T14:04:51.250694,0,"['14.24', '4.12', '-15.886053', '-47.811869']",['iisc'],14.24,4.12,-15.886053,-47.811869,07/04/22,14:04:51
8,Green1,9F:43:45:5F:F1:42,,2022-07-04T13:23:02.970632,0,"['94.45', '4.12', '-15.886019', '-47.811830']",['iisc'],94.45,4.12,-15.886019,-47.811830,07/04/22,13:23:02
9,Green1,9F:43:45:5F:F1:42,,2022-07-04T12:40:43.866456,0,"['14.21', '4.13', '-15.885954', '-47.811711']",['iisc'],14.21,4.13,-15.885954,-47.811711,07/04/22,12:40:43
10,Green1,9F:43:45:5F:F1:42,,2022-07-03T13:32:15.629662,0,"['14.55', '4.09', '-15.885935', '-47.811955']",['iisc'],14.55,4.09,-15.885935,-47.811955,07/03/22,13:32:15
11,Green1,9F:43:45:5F:F1:42,,2022-07-03T12:50:04.198377,0,"['13.83', '4.06', '-15.886143', '-47.811727']",['iisc'],13.83,4.06,-15.886143,-47.811727,07/03/22,12:50:04
12,Green1,9F:43:45:5F:F1:42,,2022-07-03T12:07:45.350040,0,"['14.44', '4.13', '-15.885828', '-47.811780']",['iisc'],14.44,4.13,-15.885828,-47.811780,07/03/22,12:07:45
13,Green1,9F:43:45:5F:F1:42,,2022-07-03T11:25:52.059224,0,"['14.46', '4.13', '-15.885903', '-47.811788']",['iisc'],14.46,4.13,-15.885903,-47.811788,07/03/22,11:25:52
14,Green1,9F:43:45:5F:F1:42,,2022-07-03T10:44:01.402534,0,"['14.51', '4.13', '-15.885799', '-47.811815']",['iisc'],14.51,4.13,-15.885799,-47.811815,07/03/22,10:44:01
15,Green1,9F:43:45:5F:F1:42,,2022-07-03T10:01:55.876511,0,"['14.53', '4.14', '-15.885830', '-47.811624']",['iisc'],14.53,4.14,-15.885830,-47.811624,07/03/22,10:01:55
16,Green1,9F:43:45:5F:F1:42,,2022-07-03T09:19:23.839482,0,"['14.54', '4.14', '-15.885841', '-47.811780']",['iisc'],14.54,4.14,-15.885841,-47.811780,07/03/22,09:19:23
17,Green1,9F:43:45:5F:F1:42,,2022-07-03T08:37:21.685260,0,"['14.46', '4.13', '-15.885787', '-47.811717']",['iisc'],14.46,4.13,-15.885787,-47.811717,07/03/22,08:37:21
18,Green1,9F:43:45:5F:F1:42,,2022-07-03T07:55:11.202597,0,"['14.62', '4.13', '-15.885756', '-47.812080']",['iisc'],14.62,4.13,-15.885756,-47.812080,07/03/22,07:55:11
19,Green1,9F:43:45:5F:F1:42,,2022-07-03T07:13:11.217732,0,"['14.61', '4.13', '-15.885818', '-47.811889']",['iisc'],14.61,4.13,-15.885818,-47.811889,07/03/22,07:13:11
20,Green1,9F:43:45:5F:F1:42,,2022-07-03T06:31:19.989603,0,"['14.60', '4.13', '-15.885711', '-47.811738']",['iisc'],14.60,4.13,-15.885711,-47.811738,07/03/22,06:31:19
21,Green1,9F:43:45:5F:F1:42,,2022-07-03T05:49:31.867145,0,"['14.49', '0.00', '-15.885729', '-47.811724']",['iisc'],14.49,0.00,-15.885729,-47.811724,07/03/22,05:49:31
22,Green1,9F:43:45:5F:F1:42,,2022-07-03T05:01:10.889547,0,"['14.62', '4.13', '-15.885965', '-47.811874']",['iisc'],14.62,4.13,-15.885965,-47.811874,07/03/22,05:01:10
23,Green1,9F:43:45:5F:F1:42,,2022-07-03T04:18:50.223521,0,"['14.47', '4.13', '-15.885780', '-47.811654']",['iisc'],14.47,4.13,-15.885780,-47.811654,07/03/22,04:18:50
24,Green1,9F:43:45:5F:F1:42,,2022-07-03T03:36:40.879864,0,"['9.39', '4.08', '-15.885980', '-47.811823']",['iisc'],9.39,4.08,-15.885980,-47.811823,07/03/22,03:36:40
25,Green1,9F:43:45:5F:F1:42,,2022-07-03T02:54:57.696364,0,"['9.38', '4.12', '-15.886034', '-47.811910']",['iisc'],9.38,4.12,-15.886034,-47.811910,07/03/22,02:54:57
26,Green1,9F:43:45:5F:F1:42,,2022-07-03T02:13:12.118746,0,"['9.41', '4.13', '-15.886076', '-47.811907']",['iisc'],9.41,4.13,-15.886076,-47.811907,07/03/22,02:13:12
27,Green1,9F:43:45:5F:F1:42,,2022-07-03T01:31:32.345580,0,"['9.52', '4.15', '-15.886113', '-47.811844']",['iisc'],9.52,4.15,-15.886113,-47.811844,07/03/22,01:31:32
28,Green1,9F:43:45:5F:F1:42,,2022-07-03T00:49:24.383168,0,"['9.47', '4.13', '-15.886248', '-47.811974']",['iisc'],9.47,4.13,-15.886248,-47.811974,07/03/22,00:49:24
29,Green1,9F:43:45:5F:F1:42,,2022-07-03T00:07:42.133116,0,"['9.45', '4.13', '-15.886012', '-47.811809']",['iisc'],9.45,4.13,-15.886012,-47.811809,07/03/22,00:07:42
30,Green1,9F:43:45:5F:F1:42,,2022-07-02T23:26:02.111168,0,"['9.36', '4.17', '-15.885922', '-47.812116']",['iisc'],9.36,4.17,-15.885922,-47.812116,07/02/22,23:26:02
31,Green1,9F:43:45:5F:F1:42,,2022-07-02T22:43:55.770803,0,"['9.36', '4.11', '-15.885262', '-47.812043']",['iisc'],9.36,4.11,-15.885262,-47.812043,07/02/22,22:43:55
32,Green1,9F:43:45:5F:F1:42,,2022-07-02T22:02:10.915116,0,"['9.59', '4.12', '-15.886053', '-47.811833']",['iisc'],9.59,4.12,-15.886053,-47.811833,07/02/22,22:02:10
33,Green1,9F:43:45:5F:F1:42,,2022-07-02T21:20:32.260126,0,"['9.37', '4.11', '-15.886045', '-47.811779']",['iisc'],9.37,4.11,-15.886045,-47.811779,07/02/22,21:20:32
34,Green1,9F:43:45:5F:F1:42,,2022-07-02T20:38:31.885604,0,"['9.33', '4.14', '-15.886057', '-47.811857']",['iisc'],9.33,4.14,-15.886057,-47.811857,07/02/22,20:38:31
35,Green1,9F:43:45:5F:F1:42,,2022-07-02T19:56:11.086250,0,"['9.17', '4.09', '-15.886047', '-47.811859']",['iisc'],9.17,4.09,-15.886047,-47.811859,07/02/22,19:56:11
36,Green1,9F:43:45:5F:F1:42,,2022-07-02T19:13:42.400037,0,"['7.50', '4.13', '-15.885872', '-47.811697']",['iisc'],7.50,4.13,-15.885872,-47.811697,07/02/22,19:13:42
37,Green1,9F:43:45:5F:F1:42,,2022-07-02T18:30:48.773568,0,"['1.96', '4.13', '0', '0']",['iisc'],1.96,4.13,0,0,07/02/22,18:30:48
38,Green1,9F:43:45:5F:F1:42,,2022-07-02T17:47:22.656667,0,"['2.22', '4.14', '-15.886344', '-47.812121']",['iisc'],2.22,4.14,-15.886344,-47.812121,07/02/22,17:47:22
39,Green1,9F:43:45:5F:F1:42,,2022-07-02T17:05:19.738644,0,"['57.56', '4.14', '-15.885856', '-47.811893']",['iisc'],57.56,4.14,-15.885856,-47.811893,07/02/22,17:05:19
40,Green1,9F:43:45:5F:F1:42,,2022-07-02T12:38:10.473749,0,"['38.49', '4.11', '-15.885880', '-47.811804']",['iisc'],38.49,4.11,-15.885880,-47.811804,07/02/22,12:38:10
41,Green1,9F:43:45:5F:F1:42,,2022-07-02T11:56:04.680444,0,"['38.92', '4.12', '-15.885888', '-47.811982']",['iisc'],38.92,4.12,-15.885888,-47.811982,07/02/22,11:56:04
42,Green1,9F:43:45:5F:F1:42,,2022-07-02T11:14:03.725050,0,"['38.41', '4.13', '-15.885813', '-47.812173']",['iisc'],38.41,4.13,-15.885813,-47.812173,07/02/22,11:14:03
43,Green1,9F:43:45:5F:F1:42,,2022-07-02T10:32:09.224522,0,"['38.28', '4.12', '-15.885802', '-47.811908']",['iisc'],38.28,4.12,-15.885802,-47.811908,07/02/22,10:32:09
44,Green1,9F:43:45:5F:F1:42,,2022-07-02T09:50:09.354357,0,"['37.91', '4.13', '-15.886059', '-47.811770']",['iisc'],37.91,4.13,-15.886059,-47.811770,07/02/22,09:50:09
45,Green1,9F:43:45:5F:F1:42,,2022-07-02T09:07:27.425061,0,"['38.90', '4.13', '-15.885765', '-47.811860']",['iisc'],38.90,4.13,-15.885765,-47.811860,07/02/22,09:07:27
46,Green1,9F:43:45:5F:F1:42,,2022-07-02T08:25:14.794531,0,"['38.82', '4.14', '-15.885548', '-47.811934']",['iisc'],38.82,4.14,-15.885548,-47.811934,07/02/22,08:25:14
47,Green1,9F:43:45:5F:F1:42,,2022-07-02T07:43:08.541583,0,"['37.75', '4.12', '-15.885639', '-47.812149']",['iisc'],37.75,4.12,-15.885639,-47.812149,07/02/22,07:43:08
48,Green1,9F:43:45:5F:F1:42,,2022-07-02T07:01:11.598653,0,"['38.45', '4.13', '-15.886213', '-47.811841']",['iisc'],38.45,4.13,-15.886213,-47.811841,07/02/22,07:01:11
49,Green1,9F:43:45:5F:F1:42,,2022-07-02T06:19:12.717577,0,"['38.21', '4.14', '-15.885846', '-47.811812']",['iisc'],38.21,4.14,-15.885846,-47.811812,07/02/22,06:19:12
50,Green1,9F:43:45:5F:F1:42,,2022-07-02T05:37:26.243869,0,"['36.37', '4.13', '-15.885784', '-47.811852']",['iisc'],36.37,4.13,-15.885784,-47.811852,07/02/22,05:37:26
51,Green1,9F:43:45:5F:F1:42,,2022-07-02T04:55:36.452438,0,"['37.35', '4.13', '-15.885733', '-47.811981']",['iisc'],37.35,4.13,-15.885733,-47.811981,07/02/22,04:55:36
52,Green1,9F:43:45:5F:F1:42,,2022-07-02T04:13:21.987182,0,"['36.92', '4.14', '-15.885885', '-47.812039']",['iisc'],36.92,4.14,-15.885885,-47.812039,07/02/22,04:13:21
53,Green1,9F:43:45:5F:F1:42,,2022-07-02T03:31:37.073825,0,"['37.73', '4.13', '-15.885905', '-47.811902']",['iisc'],37.73,4.13,-15.885905,-47.811902,07/02/22,03:31:37
54,Green1,9F:43:45:5F:F1:42,,2022-07-02T02:49:24.333653,0,"['37.48', '4.13', '-15.885640', '-47.811949']",['iisc'],37.48,4.13,-15.885640,-47.811949,07/02/22,02:49:24
55,Green1,9F:43:45:5F:F1:42,,2022-07-02T02:07:24.173607,0,"['20.21', '4.13', '-15.885783', '-47.812048']",['iisc'],20.21,4.13,-15.885783,-47.812048,07/02/22,02:07:24
56,Green1,9F:43:45:5F:F1:42,,2022-07-02T01:59:27.989495,0,"['13.56', '3.78', '-15.885797', '-47.811974']",['iisc'],13.56,3.78,-15.885797,-47.811974,07/02/22,01:59:27
57,Green1,9F:43:45:5F:F1:42,,2022-07-02T01:52:08.290364,0,"['6.58', '37.43', '0', '0']",['iisc'],6.58,37.43,0,0,07/02/22,01:52:08
58,Green1,9F:43:45:5F:F1:42,,2022-06-25T06:26:50.814814,0,"['10.02', '40.86', '-15.886379', '-47.811525']",['iisc'],10.02,40.86,-15.886379,-47.811525,06/25/22,06:26:50
59,Green1,9F:43:45:5F:F1:42,,2022-06-25T06:04:42.090020,0,"['9.92', '42.57', '-15.886307', '-47.812197']",['iisc'],9.92,42.57,-15.886307,-47.812197,06/25/22,06:04:42
60,Green1,9F:43:45:5F:F1:42,,2022-06-25T05:42:23.303766,0,"['9.95', '41.72', '-15.885957', '-47.812003']",['iisc'],9.95,41.72,-15.885957,-47.812003,06/25/22,05:42:23
61,Green1,9F:43:45:5F:F1:42,,2022-06-25T05:19:50.137994,0,"['9.84', '40.72', '-15.886023', '-47.812218']",['iisc'],9.84,40.72,-15.886023,-47.812218,06/25/22,05:19:50
62,Green1,9F:43:45:5F:F1:42,,2022-06-25T04:57:20.083746,0,"['9.89', '41.14', '-15.885787', '-47.812192']",['iisc'],9.89,41.14,-15.885787,-47.812192,06/25/22,04:57:20
63,Green1,9F:43:45:5F:F1:42,,2022-06-25T04:35:02.979447,0,"['9.88', '44.29', '-15.886350', '-47.811600']",['iisc'],9.88,44.29,-15.886350,-47.811600,06/25/22,04:35:02
64,Green1,9F:43:45:5F:F1:42,,2022-06-25T04:12:39.370208,0,"['10.01', '43.00', '-15.886220', '-47.811601']",['iisc'],10.01,43.00,-15.886220,-47.811601,06/25/22,04:12:39
65,Green1,9F:43:45:5F:F1:42,,2022-06-25T03:50:41.230132,0,"['9.79', '44.00', '-15.886221', '-47.811862']",['iisc'],9.79,44.00,-15.886221,-47.811862,06/25/22,03:50:41
66,Green1,9F:43:45:5F:F1:42,,2022-06-25T03:28:22.406851,0,"['9.77', '41.29', '-15.886057', '-47.811890']",['iisc'],9.77,41.29,-15.886057,-47.811890,06/25/22,03:28:22
67,Green1,9F:43:45:5F:F1:42,,2022-06-25T03:06:27.332952,0,"['9.84', '39.14', '-15.885910', '-47.811801']",['iisc'],9.84,39.14,-15.885910,-47.811801,06/25/22,03:06:27
68,Green1,9F:43:45:5F:F1:42,,2022-06-25T02:44:33.031527,0,"['10.11', '40.57', '-15.885803', '-47.811893']",['iisc'],10.11,40.57,-15.885803,-47.811893,06/25/22,02:44:33
69,Green1,9F:43:45:5F:F1:42,,2022-06-25T02:22:34.548948,0,"['10.24', '42.72', '0', '0']",['iisc'],10.24,42.72,0,0,06/25/22,02:22:34
70,Green1,9F:43:45:5F:F1:42,,2022-06-25T02:00:53.057147,0,"['2.46', '43.57', '-15.885617', '-47.812190']",['iisc'],2.46,43.57,-15.885617,-47.812190,06/25/22,02:00:53
71,Green1,9F:43:45:5F:F1:42,,2022-06-25T01:39:03.877928,0,"['2.57', '-500.01', '-15.885923', '-47.811864']",['iisc'],2.57,-500.01,-15.885923,-47.811864,06/25/22,01:39:03
72,Green1,9F:43:45:5F:F1:42,,2022-06-25T01:17:31.967972,0,"['2.50', '43.72', '-15.885792', '-47.811887']",['iisc'],2.50,43.72,-15.885792,-47.811887,06/25/22,01:17:31
73,Green1,9F:43:45:5F:F1:42,,2022-06-25T00:55:30.456715,0,"['2.36', '42.86', '-15.885773', '-47.811866']",['iisc'],2.36,42.86,-15.885773,-47.811866,06/25/22,00:55:30
74,Green1,9F:43:45:5F:F1:42,,2022-06-25T00:42:20.660431,0,"['3.35', '43.57', '-15.885828', '-47.811849']",['iisc'],3.35,43.57,-15.885828,-47.811849,06/25/22,00:42:20
75,Green1,9F:43:45:5F:F1:42,,2022-06-25T00:35:44.769016,0,"['3.42', '45.00', '0', '0']",['iisc'],3.42,45.00,0,0,06/25/22,00:35:44
76,Green1,9F:43:45:5F:F1:42,,2022-06-25T00:31:54.673984,0,"['3.45', '37.14', '0', '0']",['iisc'],3.45,37.14,0,0,06/25/22,00:31:54
77,Green1,9F:43:45:5F:F1:42,,2022-06-24T14:42:48.989353,0,"['11.91', '87.43', '-15.886139', '-47.811715']",['iisc'],11.91,87.43,-15.886139,-47.811715,06/24/22,14:42:48
78,Green1,9F:43:45:5F:F1:42,,2022-06-24T14:21:01.615633,0,"['12.01', '-500.01', '-15.886057', '-47.811752']",['iisc'],12.01,-500.01,-15.886057,-47.811752,06/24/22,14:21:01
79,Green1,9F:43:45:5F:F1:42,,2022-06-24T13:59:04.932969,0,"['12.25', '87.14', '-15.886067', '-47.811933']",['iisc'],12.25,87.14,-15.886067,-47.811933,06/24/22,13:59:04
80,Green1,9F:43:45:5F:F1:42,,2022-06-24T13:37:13.367921,0,"['12.04', '88.29', '-15.886093', '-47.811847']",['iisc'],12.04,88.29,-15.886093,-47.811847,06/24/22,13:37:13
81,Green1,9F:43:45:5F:F1:42,,2022-06-23T19:19:33.904180,0,"['5.03', '83.00', '-15.886021', '-47.811779']",['iisc'],5.03,83.00,-15.886021,-47.811779,06/23/22,19:19:33
82,Green1,9F:43:45:5F:F1:42,,2022-06-23T18:57:46.317767,0,"['5.07', '-500.01', '-15.885986', '-47.811751']",['iisc'],5.07,-500.01,-15.885986,-47.811751,06/23/22,18:57:46
83,Green1,9F:43:45:5F:F1:42,,2022-06-23T18:36:17.200345,0,"['4.87', '82.86', '-15.886039', '-47.811830']",['iisc'],4.87,82.86,-15.886039,-47.811830,06/23/22,18:36:17
84,Green1,9F:43:45:5F:F1:42,,2022-06-23T18:14:33.474238,0,"['4.85', '91.14', '-15.886048', '-47.811943']",['iisc'],4.85,91.14,-15.886048,-47.811943,06/23/22,18:14:33
85,Green1,9F:43:45:5F:F1:42,,2022-06-23T17:52:45.850042,0,"['5.18', '84.29', '-15.886027', '-47.811858']",['iisc'],5.18,84.29,-15.886027,-47.811858,06/23/22,17:52:45
86,Green1,9F:43:45:5F:F1:42,,2022-06-23T17:31:01.746597,0,"['4.97', '93.14', '-15.886019', '-47.811878']",['iisc'],4.97,93.14,-15.886019,-47.811878,06/23/22,17:31:01
87,Green1,9F:43:45:5F:F1:42,,2022-06-23T17:09:01.220053,0,"['5.06', '86.14', '-15.885848', '-47.812517']",['iisc'],5.06,86.14,-15.885848,-47.812517,06/23/22,17:09:01
88,Green1,9F:43:45:5F:F1:42,,2022-06-23T16:46:58.713785,0,"['4.97', '85.29', '-15.886195', '-47.811627']",['iisc'],4.97,85.29,-15.886195,-47.811627,06/23/22,16:46:58
89,Green1,9F:43:45:5F:F1:42,,2022-06-23T16:25:15.124408,0,"['5.05', '85.29', '-15.886086', '-47.811619']",['iisc'],5.05,85.29,-15.886086,-47.811619,06/23/22,16:25:15
90,Green1,9F:43:45:5F:F1:42,,2022-06-23T16:03:18.697108,0,"['5.21', '86.00', '-15.886037', '-47.811836']",['iisc'],5.21,86.00,-15.886037,-47.811836,06/23/22,16:03:18
91,Green1,9F:43:45:5F:F1:42,,2022-06-23T15:41:31.640309,0,"['4.90', '86.29', '-15.886138', '-47.811745']",['iisc'],4.90,86.29,-15.886138,-47.811745,06/23/22,15:41:31
92,Green1,9F:43:45:5F:F1:42,,2022-06-23T15:19:30.977697,0,"['4.97', '86.29', '-15.886098', '-47.811833']",['iisc'],4.97,86.29,-15.886098,-47.811833,06/23/22,15:19:30
93,Green1,9F:43:45:5F:F1:42,,2022-06-23T14:57:47.915090,0,"['5.18', '82.43', '-15.885882', '-47.811801']",['iisc'],5.18,82.43,-15.885882,-47.811801,06/23/22,14:57:47
94,Green1,9F:43:45:5F:F1:42,,2022-06-23T14:35:58.285056,0,"['5.12', '86.86', '0', '0']",['iisc'],5.12,86.86,0,0,06/23/22,14:35:58
95,Green1,9F:43:45:5F:F1:42,,2022-06-23T14:13:39.228840,0,"['5.13', '85.57', '-15.886255', '-47.811718']",['iisc'],5.13,85.57,-15.886255,-47.811718,06/23/22,14:13:39
96,Green1,9F:43:45:5F:F1:42,,2022-06-23T13:51:38.913125,0,"['5.03', '86.43', '-15.886002', '-47.811822']",['iisc'],5.03,86.43,-15.886002,-47.811822,06/23/22,13:51:38
97,Green1,9F:43:45:5F:F1:42,,2022-06-23T13:28:47.111492,0,"['4.27', '88.57', '0', '0']",['iisc'],4.27,88.57,0,0,06/23/22,13:28:47
98,Green1,9F:43:45:5F:F1:42,,2022-06-22T13:40:41.538789,0,"['11.37', '-500.01', '-15.885935', '-47.811987']",['iisc'],11.37,-500.01,-15.885935,-47.811987,06/22/22,13:40:41
99,Green1,9F:43:45:5F:F1:42,,2022-06-22T13:19:00.909399,0,"['10.98', '87.14', '-15.885997', '-47.811870']",['iisc'],10.98,87.14,-15.885997,-47.811870,06/22/22,13:19:00
100,Green1,9F:43:45:5F:F1:42,,2022-06-22T12:57:11.872750,0,"['11.38', '84.57', '-15.886028', '-47.811850']",['iisc'],11.38,84.57,-15.886028,-47.811850,06/22/22,12:57:11
101,Green1,9F:43:45:5F:F1:42,,2022-06-22T12:35:22.279262,0,"['11.55', '91.29', '-15.885990', '-47.811878']",['iisc'],11.55,91.29,-15.885990,-47.811878,06/22/22,12:35:22
102,Green1,9F:43:45:5F:F1:42,,2022-06-22T12:13:33.361517,0,"['11.44', '86.29', '-15.885991', '-47.811878']",['iisc'],11.44,86.29,-15.885991,-47.811878,06/22/22,12:13:33
103,Green1,9F:43:45:5F:F1:42,,2022-06-22T11:51:43.956066,0,"['11.47', '89.43', '-15.886045', '-47.811854']",['iisc'],11.47,89.43,-15.886045,-47.811854,06/22/22,11:51:43
104,Green1,9F:43:45:5F:F1:42,,2022-06-22T11:29:55.055026,0,"['11.40', '90.57', '-15.886051', '-47.811721']",['iisc'],11.40,90.57,-15.886051,-47.811721,06/22/22,11:29:55
105,Green1,9F:43:45:5F:F1:42,,2022-06-22T11:08:18.066775,0,"['11.26', '84.29', '-15.886089', '-47.811802']",['iisc'],11.26,84.29,-15.886089,-47.811802,06/22/22,11:08:18
106,Green1,9F:43:45:5F:F1:42,,2022-06-22T10:38:46.468249,0,"['11.87', '89.57', '-15.886024', '-47.811776']",['iisc'],11.87,89.57,-15.886024,-47.811776,06/22/22,10:38:46
107,Green1,9F:43:45:5F:F1:42,,2022-06-22T10:16:49.640971,0,"['11.75', '89.29', '0', '0']",['iisc'],11.75,89.29,0,0,06/22/22,10:16:49
108,Green1,9F:43:45:5F:F1:42,,2022-06-20T02:55:35.845958,0,"['3.53', '87.14', '-15.885578', '-47.811857']",['iisc'],3.53,87.14,-15.885578,-47.811857,06/20/22,02:55:35
109,Green1,9F:43:45:5F:F1:42,,2022-06-20T02:32:22.147321,0,"['5.96', '91.57', '-15.886064', '-47.811931']",['iisc'],5.96,91.57,-15.886064,-47.811931,06/20/22,02:32:22
110,Green1,9F:43:45:5F:F1:42,,2022-06-20T02:10:30.311999,0,"['5.92', '91.29', '-15.886075', '-47.811939']",['iisc'],5.92,91.29,-15.886075,-47.811939,06/20/22,02:10:30
111,Green1,9F:43:45:5F:F1:42,,2022-06-20T01:48:39.683280,0,"['5.82', '89.14', '-15.886012', '-47.811938']",['iisc'],5.82,89.14,-15.886012,-47.811938,06/20/22,01:48:39
112,Green1,9F:43:45:5F:F1:42,,2022-06-20T01:26:50.814185,0,"['6.02', '91.72', '-15.886003', '-47.811792']",['iisc'],6.02,91.72,-15.886003,-47.811792,06/20/22,01:26:50
113,Green1,9F:43:45:5F:F1:42,,2022-06-20T01:05:04.555949,0,"['5.83', '88.72', '-15.886064', '-47.811923']",['iisc'],5.83,88.72,-15.886064,-47.811923,06/20/22,01:05:04
114,Green1,9F:43:45:5F:F1:42,,2022-06-20T00:43:19.004922,0,"['6.00', '88.14', '-15.886172', '-47.811850']",['iisc'],6.00,88.14,-15.886172,-47.811850,06/20/22,00:43:19
115,Green1,9F:43:45:5F:F1:42,,2022-06-20T00:21:32.232596,0,"['6.09', '91.43', '-15.886084', '-47.811878']",['iisc'],6.09,91.43,-15.886084,-47.811878,06/20/22,00:21:32
116,Green1,9F:43:45:5F:F1:42,,2022-06-19T23:59:28.057569,0,"['6.06', '90.29', '-15.886106', '-47.811873']",['iisc'],6.06,90.29,-15.886106,-47.811873,06/19/22,23:59:28
117,Green1,9F:43:45:5F:F1:42,,2022-06-19T23:37:39.358586,0,"['5.93', '88.57', '-15.886096', '-47.811845']",['iisc'],5.93,88.57,-15.886096,-47.811845,06/19/22,23:37:39
118,Green1,9F:43:45:5F:F1:42,,2022-06-19T23:15:29.480458,0,"['6.01', '90.57', '-15.885682', '-47.811778']",['iisc'],6.01,90.57,-15.885682,-47.811778,06/19/22,23:15:29
119,Green1,9F:43:45:5F:F1:42,,2022-06-19T22:53:39.382362,0,"['5.89', '86.14', '-15.885911', '-47.811779']",['iisc'],5.89,86.14,-15.885911,-47.811779,06/19/22,22:53:39
120,Green1,9F:43:45:5F:F1:42,,2022-06-19T22:31:33.318867,0,"['5.92', '89.29', '-15.886084', '-47.812069']",['iisc'],5.92,89.29,-15.886084,-47.812069,06/19/22,22:31:33
121,Green1,9F:43:45:5F:F1:42,,2022-06-19T22:09:41.037351,0,"['6.03', '81.29', '-15.886070', '-47.811738']",['iisc'],6.03,81.29,-15.886070,-47.811738,06/19/22,22:09:41
122,Green1,9F:43:45:5F:F1:42,,2022-06-19T21:47:41.395915,0,"['5.96', '89.86', '-15.886040', '-47.811954']",['iisc'],5.96,89.86,-15.886040,-47.811954,06/19/22,21:47:41
123,Green1,9F:43:45:5F:F1:42,,2022-06-19T21:25:51.398651,0,"['5.98', '90.57', '-15.886069', '-47.811825']",['iisc'],5.98,90.57,-15.886069,-47.811825,06/19/22,21:25:51
124,Green1,9F:43:45:5F:F1:42,,2022-06-19T21:04:03.731691,0,"['5.93', '89.43', '-15.886047', '-47.811821']",['iisc'],5.93,89.43,-15.886047,-47.811821,06/19/22,21:04:03
125,Green1,9F:43:45:5F:F1:42,,2022-06-19T20:42:15.611403,0,"['6.08', '89.00', '-15.886089', '-47.811836']",['iisc'],6.08,89.00,-15.886089,-47.811836,06/19/22,20:42:15
126,Green1,9F:43:45:5F:F1:42,,2022-06-19T20:20:31.915112,0,"['5.94', '89.00', '-15.886026', '-47.811777']",['iisc'],5.94,89.00,-15.886026,-47.811777,06/19/22,20:20:31
127,Green1,9F:43:45:5F:F1:42,,2022-06-19T19:58:27.490422,0,"['5.96', '91.57', '-15.885791', '-47.811389']",['iisc'],5.96,91.57,-15.885791,-47.811389,06/19/22,19:58:27
128,Green1,9F:43:45:5F:F1:42,,2022-06-19T19:36:19.517746,0,"['6.01', '90.43', '-15.886116', '-47.811870']",['iisc'],6.01,90.43,-15.886116,-47.811870,06/19/22,19:36:19
129,Green1,9F:43:45:5F:F1:42,,2022-06-19T19:14:28.034156,0,"['6.09', '91.43', '-15.886103', '-47.811871']",['iisc'],6.09,91.43,-15.886103,-47.811871,06/19/22,19:14:28
130,Green1,9F:43:45:5F:F1:42,,2022-06-19T18:52:41.272906,0,"['5.78', '88.00', '-15.886040', '-47.811789']",['iisc'],5.78,88.00,-15.886040,-47.811789,06/19/22,18:52:41
131,Green1,9F:43:45:5F:F1:42,,2022-06-19T18:30:51.434507,0,"['5.94', '-500.01', '-15.886032', '-47.811862']",['iisc'],5.94,-500.01,-15.886032,-47.811862,06/19/22,18:30:51
132,Green1,9F:43:45:5F:F1:42,,2022-06-19T18:09:22.815872,0,"['5.85', '91.14', '-15.886002', '-47.811832']",['iisc'],5.85,91.14,-15.886002,-47.811832,06/19/22,18:09:22
133,Green1,9F:43:45:5F:F1:42,,2022-06-19T17:47:34.214114,0,"['5.86', '87.43', '-15.886057', '-47.811832']",['iisc'],5.86,87.43,-15.886057,-47.811832,06/19/22,17:47:34
134,Green1,9F:43:45:5F:F1:42,,2022-06-19T17:25:49.108208,0,"['5.76', '86.72', '-15.886066', '-47.811790']",['iisc'],5.76,86.72,-15.886066,-47.811790,06/19/22,17:25:49
