,chipset,mac,sensitive,serverTime,serviceNumber,value,tags,Distance,Battery,Latitude,Longitude,Date,Time
638,Green1,9F:43:45:5F:F1:42,,2022-06-03T17:52:35.849462,0,"['19', '86.00', '-15.886033', '-47.811952']",['iisc'],19,86.00,-15.886033,-47.811952,06/03/22,17:52:35
639,Green1,9F:43:45:5F:F1:42,,2022-06-03T17:31:09.009242,0,"['19', '88.71', '-15.886137', '-47.811838']",['iisc'],19,88.71,-15.886137,-47.811838,06/03/22,17:31:09
640,Green1,9F:43:45:5F:F1:42,,2022-06-03T17:09:41.144131,0,"['19', '86.14', '-15.886067', '-47.811769']",['iisc'],19,86.14,-15.886067,-47.811769,06/03/22,17:09:41
641,Green1,9F:43:45:5F:F1:42,,2022-06-03T16:48:08.154840,0,"['19', '87.28', '-15.886099', '-47.811867']",['iisc'],19,87.28,-15.886099,-47.811867,06/03/22,16:48:08
642,Green1,9F:43:45:5F:F1:42,,2022-06-03T16:26:39.469238,0,"['19', '-499.98', '-15.886078', '-47.811833']",['iisc'],19,-499.98,-15.886078,-47.811833,06/03/22,16:26:39
643,Green1,9F:43:45:5F:F1:42,,2022-06-03T16:05:29.070507,0,"['19', '90.85', '-15.886110', '-47.811846']",['iisc'],19,90.85,-15.886110,-47.811846,06/03/22,16:05:29
644,Green1,9F:43:45:5F:F1:42,,2022-06-03T15:44:00.959440,0,"['19', '86.85', '-15.886416', '-47.811580']",['iisc'],19,86.85,-15.886416,-47.811580,06/03/22,15:44:00
645,Green1,9F:43:45:5F:F1:42,,2022-06-03T15:22:04.580141,0,"['19', '88.00', '-15.885927', '-47.811939']",['iisc'],19,88.00,-15.885927,-47.811939,06/03/22,15:22:04
646,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:59:54.298286,0,"['19', '88.14', '-15.886032', '-47.811916']",['iisc'],19,88.14,-15.886032,-47.811916,06/03/22,14:59:54
647,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:52:54.704502,0,"['19', '88.85', '-15.885969', '-47.811798']",['iisc'],19,88.85,-15.885969,-47.811798,06/03/22,14:52:54
648,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:49:50.163372,0,"['19', '43.14', '-15.886416', '-47.811635']",['iisc'],19,43.14,-15.886416,-47.811635,06/03/22,14:49:50
649,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:36:05.594167,0,"['19', '42.28', '-15.885933', '-47.811888']",['iisc'],19,42.28,-15.885933,-47.811888,06/03/22,14:36:05
650,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:32:41.310735,0,"['19', '44.28', '-15.885836', '-47.811639']",['iisc'],19,44.28,-15.885836,-47.811639,06/03/22,14:32:41
651,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:23:12.625203,0,"['19', '42.43', '-15.885885', '-47.811976']",['iisc'],19,42.43,-15.885885,-47.811976,06/03/22,14:23:12
652,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:21:09.594368,0,"['19', '49.14', '-15.885808', '-47.811759']",['iisc'],19,49.14,-15.885808,-47.811759,06/03/22,14:21:09
653,Green1,9F:43:45:5F:F1:42,,2022-06-03T14:02:39.611382,0,"['19', '90.00', '-15.886089', '-47.811780']",['iisc'],19,90.00,-15.886089,-47.811780,06/03/22,14:02:39
654,Green1,9F:43:45:5F:F1:42,,2022-06-03T13:40:42.677537,0,"['19', '86.90', '-15.885970', '-47.811719']",['iisc'],19,86.90,-15.885970,-47.811719,06/03/22,13:40:42
655,Green1,9F:43:45:5F:F1:42,,2022-06-03T13:18:47.221958,0,"['19', '91.00', '-15.886055', '-47.811829']",['iisc'],19,91.00,-15.886055,-47.811829,06/03/22,13:18:47
656,Green1,9F:43:45:5F:F1:42,,2022-06-03T12:56:46.445763,0,"['19', '91.80', '-15.886127', '-47.811578']",['iisc'],19,91.80,-15.886127,-47.811578,06/03/22,12:56:46
657,Green1,9F:43:45:5F:F1:42,,2022-06-03T12:34:44.867895,0,"['19', '89.60', '-15.886077', '-47.811840']",['iisc'],19,89.60,-15.886077,-47.811840,06/03/22,12:34:44
658,Green1,9F:43:45:5F:F1:42,,2022-06-03T12:12:19.722854,0,"['19', '87.90', '-15.885950', '-47.811735']",['iisc'],19,87.90,-15.885950,-47.811735,06/03/22,12:12:19
659,Green1,9F:43:45:5F:F1:42,,2022-06-03T11:50:22.594555,0,"['19', '91.90', '-15.886077', '-47.811824']",['iisc'],19,91.90,-15.886077,-47.811824,06/03/22,11:50:22
660,Green1,9F:43:45:5F:F1:42,,2022-06-03T11:28:31.417111,0,"['19', '90.70', '-15.885894', '-47.811802']",['iisc'],19,90.70,-15.885894,-47.811802,06/03/22,11:28:31
661,Green1,9F:43:45:5F:F1:42,,2022-06-03T11:06:34.803380,0,"['19', '91.30', '-15.885957', '-47.811672']",['iisc'],19,91.30,-15.885957,-47.811672,06/03/22,11:06:34
662,Green1,9F:43:45:5F:F1:42,,2022-06-03T10:44:38.580747,0,"['19', '90.60', '-15.885883', '-47.811925']",['iisc'],19,90.60,-15.885883,-47.811925,06/03/22,10:44:38
663,Green1,9F:43:45:5F:F1:42,,2022-06-03T10:22:17.242486,0,"['19', '98.60', '-15.885895', '-47.811695']",['iisc'],19,98.60,-15.885895,-47.811695,06/03/22,10:22:17
664,Green1,9F:43:45:5F:F1:42,,2022-06-03T10:00:25.050083,0,"['19', '94.00', '-15.886047', '-47.811929']",['iisc'],19,94.00,-15.886047,-47.811929,06/03/22,10:00:25
665,Green1,9F:43:45:5F:F1:42,,2022-06-03T09:38:27.540977,0,"['19', '90.20', '-15.886013', '-47.811744']",['iisc'],19,90.20,-15.886013,-47.811744,06/03/22,09:38:27
666,Green1,9F:43:45:5F:F1:42,,2022-06-03T09:16:33.583837,0,"['19', '93.90', '-15.885854', '-47.811753']",['iisc'],19,93.90,-15.885854,-47.811753,06/03/22,09:16:33
667,Green1,9F:43:45:5F:F1:42,,2022-06-03T08:54:22.596023,0,"['19', '94.20', '-15.885820', '-47.811765']",['iisc'],19,94.20,-15.885820,-47.811765,06/03/22,08:54:22
668,Green1,9F:43:45:5F:F1:42,,2022-06-03T08:32:25.637810,0,"['19', '87.70', '-15.885843', '-47.811784']",['iisc'],19,87.70,-15.885843,-47.811784,06/03/22,08:32:25
669,Green1,9F:43:45:5F:F1:42,,2022-06-03T08:10:28.859121,0,"['19', '94.40', '-15.886035', '-47.811882']",['iisc'],19,94.40,-15.886035,-47.811882,06/03/22,08:10:28
670,Green1,9F:43:45:5F:F1:42,,2022-06-03T07:48:35.545835,0,"['19', '-320.00', '-15.885980', '-47.811670']",['iisc'],19,-320.00,-15.885980,-47.811670,06/03/22,07:48:35
671,Green1,9F:43:45:5F:F1:42,,2022-06-03T07:26:57.700123,0,"['19', '92.20', '-15.886073', '-47.811765']",['iisc'],19,92.20,-15.886073,-47.811765,06/03/22,07:26:57
672,Green1,9F:43:45:5F:F1:42,,2022-06-03T07:05:02.641823,0,"['19', '-320.00', '-15.885962', '-47.811830']",['iisc'],19,-320.00,-15.885962,-47.811830,06/03/22,07:05:02
673,Green1,9F:43:45:5F:F1:42,,2022-06-03T06:43:05.515148,0,"['19', '92.60', '-15.885928', '-47.811888']",['iisc'],19,92.60,-15.885928,-47.811888,06/03/22,06:43:05
674,Green1,9F:43:45:5F:F1:42,,2022-06-03T06:21:13.493558,0,"['19', '86.40', '-15.885695', '-47.811574']",['iisc'],19,86.40,-15.885695,-47.811574,06/03/22,06:21:13
675,Green1,9F:43:45:5F:F1:42,,2022-06-03T05:59:07.935300,0,"['19', '-320.00', '-15.886023', '-47.811959']",['iisc'],19,-320.00,-15.886023,-47.811959,06/03/22,05:59:07
676,Green1,9F:43:45:5F:F1:42,,2022-06-03T05:37:24.225588,0,"['19', '89.30', '-15.885758', '-47.811680']",['iisc'],19,89.30,-15.885758,-47.811680,06/03/22,05:37:24
677,Green1,9F:43:45:5F:F1:42,,2022-06-03T05:15:39.552559,0,"['19', '89.30', '-15.885868', '-47.811931']",['iisc'],19,89.30,-15.885868,-47.811931,06/03/22,05:15:39
678,Green1,9F:43:45:5F:F1:42,,2022-06-02T22:13:39.484890,0,"['19', '92.20', '-15.885983', '-47.811802']",['iisc'],19,92.20,-15.885983,-47.811802,06/02/22,22:13:39
679,Green1,9F:43:45:5F:F1:42,,2022-06-02T21:50:26.116626,0,"['19', '-320.00', '-15.885939', '-47.811722']",['iisc'],19,-320.00,-15.885939,-47.811722,06/02/22,21:50:26
680,Green1,9F:43:45:5F:F1:42,,2022-06-02T21:24:26.272454,0,"['19', '92.90', '-15.885857', '-47.811801']",['iisc'],19,92.90,-15.885857,-47.811801,06/02/22,21:24:26
681,Green1,9F:43:45:5F:F1:42,,2022-06-02T21:02:09.257013,0,"['19', '-320.00', '-15.886136', '-47.811753']",['iisc'],19,-320.00,-15.886136,-47.811753,06/02/22,21:02:09
682,Green1,9F:43:45:5F:F1:42,,2022-06-02T20:40:33.182008,0,"['19', '90.90', '-15.886029', '-47.811872']",['iisc'],19,90.90,-15.886029,-47.811872,06/02/22,20:40:33
683,Green1,9F:43:45:5F:F1:42,,2022-06-02T20:18:10.579718,0,"['19', '-320.00', '-15.886091', '-47.811875']",['iisc'],19,-320.00,-15.886091,-47.811875,06/02/22,20:18:10
684,Green1,9F:43:45:5F:F1:42,,2022-06-02T19:56:41.000609,0,"['19', '90.90', '-15.886134', '-47.811908']",['iisc'],19,90.90,-15.886134,-47.811908,06/02/22,19:56:41
685,Green1,9F:43:45:5F:F1:42,,2022-06-02T19:34:55.224449,0,"['19', '-320.00', '-15.886126', '-47.811818']",['iisc'],19,-320.00,-15.886126,-47.811818,06/02/22,19:34:55
686,Green1,9F:43:45:5F:F1:42,,2022-06-02T19:13:25.275603,0,"['19', '92.70', '-15.886067', '-47.811824']",['iisc'],19,92.70,-15.886067,-47.811824,06/02/22,19:13:25
687,Green1,9F:43:45:5F:F1:42,,2022-06-02T18:51:40.432220,0,"['19', '-320.00', '-15.886042', '-47.811790']",['iisc'],19,-320.00,-15.886042,-47.811790,06/02/22,18:51:40
688,Green1,9F:43:45:5F:F1:42,,2022-06-02T18:30:06.348594,0,"['19', '94.00', '-15.886012', '-47.811836']",['iisc'],19,94.00,-15.886012,-47.811836,06/02/22,18:30:06
689,Green1,9F:43:45:5F:F1:42,,2022-06-02T18:08:19.014719,0,"['19', '89.60', '-15.886046', '-47.811785']",['iisc'],19,89.60,-15.886046,-47.811785,06/02/22,18:08:19
690,Green1,9F:43:45:5F:F1:42,,2022-06-02T17:46:11.816775,0,"['19', '91.60', '-15.886072', '-47.811804']",['iisc'],19,91.60,-15.886072,-47.811804,06/02/22,17:46:11
691,Green1,9F:43:45:5F:F1:42,,2022-06-02T17:42:03.273486,0,"['19', '56.30', '-15.885824', '-47.811851']",['iisc'],19,56.30,-15.885824,-47.811851,06/02/22,17:42:03
692,Green1,9F:43:45:5F:F1:42,,2022-06-02T17:35:18.191681,0,"['19', '93.80', '-15.885647', '-47.812019']",['iisc'],19,93.80,-15.885647,-47.812019,06/02/22,17:35:18
693,Green1,9F:43:45:5F:F1:42,,2022-06-02T17:15:53.743085,0,"['19', '58.70', '-15.885955', '-47.811855']",['iisc'],19,58.70,-15.885955,-47.811855,06/02/22,17:15:53
